Unnamed: 0,age,Experience,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary,Designation,JobCity
475,24,1,m,85.17,cbse,2010,76.6,cbse,2,B.Tech/B.E.,mechanical engineering,70.04,0,Tamil Nadu,2014,710,570,680,0.829584599793067,305,0,0,469,0,0,0,-0.3027,0.2124,0.6248,0.2727,-1.4356,100000,production engineer,Indore
476,23,0,m,68.14,ssc,2010,61.7,ssc,2,B.Tech/B.E.,computer science & engineering,70.4,1,Rajasthan,2014,520,575,485,0.864685413370085,525,0,0,0,0,0,0,-0.0154,0.2124,0.4711,0.1459,0.6721,190000,java developer,Gurgaon
477,24,2,m,89.0,ssc,2008,96.7,ssc,2,B.Tech/B.E.,electronics and communication engineering,92.0,1,Tamil Nadu,2012,525,475,375,0.0587928000083534,365,200,0,0,0,393,0,-0.6491,-0.4353,0.672,1.85433,-0.1295,225000,linux systems administrator,Chennai
478,24,1,m,74.0,cbse,2010,85.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,65.6,0,Uttar Pradesh,2014,615,510,575,0.943272157866555,385,452,0,0,0,0,0,0.99,0.5454,0.1637,-1.2486,-0.6692,330000,network engineer,Gurgaon
479,24,1,m,83.0,cbse,2009,73.0,cbse,2,B.Tech/B.E.,information technology,67.25,0,Uttar Pradesh,2013,525,505,585,0.842248322257836,495,0,469,0,0,0,0,-0.159,0.0459,0.01,1.794,-0.6692,110000,technical engineer,Lucknow
480,24,3,f,85.0,cbse,2008,95.0,ssc,2,B.Tech/B.E.,computer engineering,77.5,1,Telangana,2012,575,635,565,0.843123726665742,515,0,0,0,0,0,0,0.3555,0.6568,0.3817,-0.6428,0.4234,420000,application developer,Bangalore
481,27,1,m,79.0,ssc,2007,62.5,ssc,2,MCA,computer application,75.83,1,Karnataka,2013,490,410,535,0.486747008438193,445,0,376,0,0,0,0,-0.4463,-0.2871,-0.6048,0.653,-1.4356,120000,software trainee,Bangalore 
482,29,1,m,70.1,ssc,2005,52.0,ssc,2,B.Tech/B.E.,industrial & production engineering,58.59,1,Maharashtra,2012,405,410,355,0.607034038145014,295,0,0,409,0,0,0,-0.7264,0.0328,-0.3803,1.8249,0.0284,170000,quality assurance engineer,unknown
483,25,1,f,88.25,ssc,2008,79.57,ssc,2,B.Tech/B.E.,electronics and communication engineering,87.7,0,West Bengal,2013,465,495,450,0.493596387301038,385,324,0,0,0,0,0,1.4208,0.3789,1.0859,-1.3753,0.8637,325000,systems engineer,Bangalore
484,23,1,m,84.0,ssc,2009,88.0,ssc,2,B.Tech/B.E.,electronics and electrical engineering,72.5,1,Telangana,2013,580,565,545,0.423951396376433,325,0,315,0,388,0,0,0.1282,0.3789,1.3933,-0.7415,0.8637,300000,entry level sales and marketing,Hyderabad
485,24,1,f,94.8,icse,2010,93.0,icse,2,B.Tech/B.E.,information technology,74.3,0,Uttar Pradesh,2014,650,555,500,0.765673581234011,485,0,0,0,0,0,0,0.1282,0.2124,-0.6048,1.5404,0.2889,340000,application developer,Bangalore
486,25,3,m,77.4,cbse,2007,78.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,74.0,0,Uttar Pradesh,2011,675,655,615,0.538386892985096,0,333,0,0,0,0,0,-0.2628,-0.2793,-1.2148,-0.5253,-1.5513,390000,software engineer,Pune
487,27,2,f,66.66,ssc,2007,61.0,ssc,2,B.Tech/B.E.,information technology,57.83,1,Maharashtra,2010,325,485,375,0.735795709224656,475,0,0,0,0,0,0,-1.6538,0.3448,-0.0537,-1.3478,0.5024,300000,test engineer,Navi Mumbai
488,24,1,f,81.03,ssc,2008,70.0,cbse,2,B.Tech/B.E.,information technology,72.0,0,Haryana,2012,510,535,620,0.622642915849938,555,0,407,0,0,0,0,-0.7335,0.5454,0.3174,-1.6289,0.0973,90000,system engineer,Noida
489,24,2,m,73.0,ssc,2009,85.4,ssc,2,B.Tech/B.E.,electronics and communication engineering,76.92,0,Uttar Pradesh,2013,545,555,735,0.991397583740291,475,516,0,0,0,0,0,-0.8772,-0.6201,-0.4511,0.0192,-1.6273,395000,system engineer,unknown
490,26,1,m,44.0,ssc,2008,74.0,ssc,2,B.Tech/B.E.,electronics & telecommunications,64.0,1,Maharashtra,2011,475,375,405,0.824666400671332,0,400,0,0,0,286,0,-0.51,0.0328,0.6984,-0.5644,0.6603,150000,design engineer,Pune
491,28,1,m,45.6,ssc,2007,73.6,ssc,2,MCA,computer application,85.2,0,Orissa,2010,365,385,454,0.765673581234011,485,0,0,0,0,0,0,0.6646,0.3448,-1.0697,0.2973,-0.9194,100000,software developer,Bhubaneshwar
492,23,1,m,92.0,cbse,2010,82.4,cbse,2,B.Tech/B.E.,civil engineering,78.5,0,Jharkhand,2014,615,630,765,0.255778193719394,505,0,0,0,0,0,292,-0.159,0.8784,0.1637,-0.3612,-0.0943,525000,business analyst,Noida
493,24,1,m,87.8,icse,2008,74.4,cbse,1,B.Tech/B.E.,civil engineering,74.7,0,Punjab,2013,545,545,590,0.962217010630124,0,0,0,0,0,0,500,-1.1644,0.3789,0.3174,1.1601,-0.2859,720000,data analyst,Gurgaon
494,23,1,m,69.0,cbse,2010,65.8,cbse,2,B.Tech/B.E.,mechanical engineering,81.0,0,Uttar Pradesh,2014,520,555,605,0.414337426422751,0,0,0,366,0,0,0,-0.159,0.3789,1.7007,-0.3612,1.0554,200000,engineer,New Delhi
495,24,0,m,72.6,ssc,2009,73.0,ssc,2,B.Tech/B.E.,electronics engineering,69.84,1,Maharashtra,2014,370,520,475,-1.0,395,0,0,0,0,0,0,1.5644,1.7109,1.7007,-0.995,-0.8608,310000,programmer analyst,Pune
496,26,4,m,79.86,ssc,2007,78.16,ssc,2,B.Tech/B.E.,electronics & telecommunications,58.26,0,Maharashtra,2011,455,445,455,0.229481754911755,0,266,0,0,0,260,0,-2.1175,-1.6833,1.1074,1.0024,-0.2875,445000,account executive,Thane
497,23,0,m,84.67,ssc,2008,74.92,ssc,2,B.Tech/B.E.,computer engineering,64.21,1,Rajasthan,2013,490,520,465,0.842248322257836,0,0,469,0,0,0,0,1.5644,1.7109,-0.9122,-1.8824,0.6721,120000,process associate,unknown
498,24,2,m,85.6,cbse,2008,77.0,cbse,2,B.Tech/B.E.,information technology,72.0,0,Uttar Pradesh,2012,515,445,425,0.670743151433127,455,0,0,0,0,0,0,-1.0355,0.0328,-0.598,-0.2902,-0.1295,385000,software engineer,unknown
499,23,1,f,90.0,cbse,2010,79.4,cbse,2,B.Tech/B.E.,computer science & engineering,83.02,0,Punjab,2014,545,585,425,0.991230625262871,475,0,592,0,0,0,0,0.7027,0.7119,1.547,-0.6147,1.0554,300000,software engineer,Thiruvananthapuram
500,26,2,m,86.6,ssc,2007,69.6,ssc,2,B.Tech/B.E.,computer engineering,72.0,0,Rajasthan,2011,675,525,525,0.600057182338341,435,0,0,0,0,0,0,0.3555,0.9688,0.0914,-0.8778,-0.7615,2600000,application developer,unknown
501,24,3,f,89.0,ssc,2008,94.16,ssc,2,B.Tech/B.E.,information technology,89.2,0,Tamil Nadu,2012,425,515,655,0.930370607202691,565,0,0,0,0,0,0,0.0464,1.3198,-0.4891,-1.11277,-0.2875,385000,programmer analyst,Coimbatore
502,25,0,m,48.0,ssc,2008,51.4,ssc,1,B.Tech/B.E.,electronics and electrical engineering,77.0,1,Delhi,2015,395,410,430,0.875503907349337,0,324,0,0,516,0,0,-0.5236,-1.1196,0.1637,0.0192,-1.0872,240000,electrical field engineer,New Delhi
503,25,2,m,53.3,ssc,2007,68.4,ssc,2,B.Tech/B.E.,computer engineering,70.82,0,Uttar Pradesh,2013,325,400,680,0.23780283983757,445,0,315,0,0,0,0,-1.0208,0.0459,-0.1437,1.4136,0.2889,260000,java developer,Noida
504,25,3,m,86.0,ssc,2008,84.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,81.0,0,Karnataka,2012,415,475,535,0.229481754911755,0,266,0,0,0,0,0,1.1283,1.5928,1.3977,1.0024,-1.1169,460000,system engineer,Pune
505,27,4,m,71.66,ssc,2006,75.2,ssc,2,B.Tech/B.E.,electronics and communication engineering,69.3,0,Kerala,2010,475,335,375,0.0233121682429863,0,166,0,0,0,0,200,-0.9653,-1.8393,-0.344,-0.365,-1.425,500000,application engineer,New Delhi
506,26,1,m,68.8,ssc,2006,63.6,ssc,2,B.Tech/B.E.,electronics and communication engineering,68.2,0,Uttar Pradesh,2011,315,515,565,0.694479327708463,0,366,0,0,0,313,0,1.4374,0.3448,0.0914,-0.0552,0.5024,120000,network engineer,New Delhi
507,26,2,m,64.0,ssc,2006,65.0,ssc,2,B.Tech/B.E.,information technology,65.0,1,Rajasthan,2010,395,324,415,0.447147892178094,394,0,0,0,0,0,0,-0.880999999999999,0.8128,0.9623,1.5899,1.1343,150000,software developer,Bangalore
508,23,0,m,78.15,ssc,2009,76.8,ssc,2,B.Tech/B.E.,electronics and communication engineering,68.0,0,Gujarat,2013,525,470,595,0.991397583740291,0,516,469,0,0,0,0,-1.5953,-0.2871,0.7785,0.5262,0.6721,310000,software engineer,Gandhi Nagar
509,25,4,f,90.0,ssc,2007,97.1,ssc,2,B.Tech/B.E.,computer engineering,72.6,0,Andhra Pradesh,2011,635,555,655,0.916869961103619,555,0,0,0,0,0,0,-1.3447,1.4368,-0.4891,-0.6428,0.6603,450000,systems engineer,Hyderabad
510,26,4,m,83.43,ssc,2006,73.4,ssc,2,B.Tech/B.E.,computer engineering,76.99,0,Gujarat,2010,565,615,515,0.990008756723898,655,0,0,0,0,0,0,-1.4992,-1.3713,-2.3759,1.1199,-0.6035,715000,systems engineer,Ahmedabad
511,25,2,f,70.0,cbse,2007,65.0,cbse,2,B.Tech/B.E.,computer engineering,74.0,0,Punjab,2012,485,485,445,0.600057182338341,435,0,0,0,0,0,0,0.9737,1.1248,-1.2148,-1.4066,-1.0774,200000,windows systems administrator,Gurgaon
512,22,1,m,86.9,ssc,2010,94.9,ssc,2,B.Tech/B.E.,chemical engineering,68.0,1,Telangana,2014,450,535,605,-1.0,315,0,315,0,0,0,0,1.4208,1.0449,1.2396,-1.5021,0.0973,325000,software developer,Hyderabad
513,24,2,m,85.6,cbse,2009,86.0,cbse,1,B.Tech/B.E.,computer engineering,69.0,1,Delhi,2013,660,585,665,0.635978756456794,445,0,0,0,0,0,0,0.5591,-0.2871,0.4711,-1.1218,-2.0105,400000,software engineer,Noida
514,25,1,m,73.4,ssc,2008,81.0,ssc,2,MCA,computer application,77.5,1,Karnataka,2014,440,455,450,0.979521744319216,625,0,0,0,0,0,0,-0.7335,0.2124,-0.4511,-1.1218,-0.6692,300000,software engineer,Bangalore
515,23,0,f,90.8,cbse,2010,77.0,cbse,1,B.Tech/B.E.,information technology,77.0,1,Delhi,2014,520,630,680,0.23780283983757,425,0,315,0,0,0,0,-1.0208,0.8784,1.2396,-0.1076,1.6302,300000,systems engineer,Chennai
516,25,1,m,73.33,ssc,2007,70.2,ssc,2,B.Tech/B.E.,mechanical engineering,61.73,0,Uttar Pradesh,2012,375,675,505,0.607034038145014,0,0,0,409,0,0,0,-0.1082,-0.9033,0.672,0.29733,-0.168999999999999,430000,assistant manager,New Delhi
517,25,0,m,69.0,ssc,2008,70.0,ssc,2,MCA,computer application,76.0,0,Uttar Pradesh,2014,580,655,570,0.953899775079926,445,0,530,0,0,0,0,0.99,0.2124,-0.1437,-0.8682,1.0554,120000,software developer,Gurgaon
518,23,2,m,84.8,cbse,2009,87.4,cbse,2,B.Tech/B.E.,electronics and communication engineering,76.6,0,Haryana,2013,555,510,650,0.376059586651545,0,300,0,0,0,0,0,-0.4463,-0.2871,0.9322,-0.6147,-0.6692,515000,associate engineer,Hyderabad
519,25,3,f,80.0,ssc,2007,74.0,ssc,2,B.Tech/B.E.,electronics & telecommunications,72.0,0,Maharashtra,2011,325,565,605,0.824666400671332,0,400,0,0,0,366,0,0.8192,-0.9033,0.0914,-0.2902,-1.5513,400000,senior software engineer,Mumbai
520,25,3,f,64.0,ssc,2007,76.0,ssc,2,MCA,computer application,81.0,1,Telangana,2013,430,470,475,0.23780283983757,445,0,315,0,0,0,0,0.8463,-0.7866,1.0859,0.5262,-0.2859,235000,application developer,Hyderabad
521,25,0,m,78.0,ssc,2008,64.0,ssc,2,B.Tech/B.E.,mechanical engineering,58.0,0,Maharashtra,2013,405,510,470,0.414337426422751,0,0,0,366,0,0,0,0.3941,0.1888,0.3817,1.0611,0.1864,120000,trainee engineer,Aurangabad
522,24,0,m,75.06,ssc,2009,63.4,ssc,2,B.Tech/B.E.,computer science & engineering,68.41,0,Madhya Pradesh,2013,285,425,165,0.450876584483451,395,0,0,0,0,0,0,0.1282,0.0459,-0.1437,0.9066,0.2889,55000,designer,unknown
523,24,1,f,63.0,cbse,2009,64.0,ssc,2,B.Tech/B.E.,information technology,72.32,1,Telangana,2013,290,370,270,0.143256541032196,295,0,0,0,0,0,0,-3.1752,-5.1156,-3.0639,-0.7415,-5.2679,120000,junior software developer,Hyderabad
524,24,1,m,86.66,ssc,2008,93.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,79.16,1,Telangana,2012,355,305,485,0.376059586651545,305,300,0,0,0,340,0,1.1283,0.1888,-0.6343,1.1199,0.4234,100000,asp.net developer,Hyderabad
525,25,1,m,82.0,icse,2009,82.0,icse,2,B.Tech/B.E.,computer science & engineering,67.0,1,Karnataka,2013,660,610,705,0.911395278391328,565,0,500,0,0,0,0,0.7027,0.3789,-0.1437,-0.1076,0.6721,325000,systems engineer,Bangalore
526,24,2,m,70.9,ssc,2008,66.6,ssc,2,B.Tech/B.E.,electronics and communication engineering,65.0,1,Tamil Nadu,2012,395,325,335,0.910770164246022,245,433,0,0,0,233,0,1.4374,0.1888,0.2366,-0.0552,-0.168999999999999,100000,oracle dba,chennai
527,26,2,f,91.8,ssc,2008,87.66,ssc,2,B.Tech/B.E.,electronics and communication engineering,79.8,0,Karnataka,2011,625,515,565,0.538386892985096,0,333,0,0,0,0,0,-0.4173,0.3448,-0.6343,-0.0552,-1.8673,400000,embedded software engineer,Belgaum
528,29,2,m,77.0,cbse,2003,52.0,cbse,2,B.Tech/B.E.,mechanical engineering,60.0,0,Uttar Pradesh,2011,565,425,525,0.840840968763718,0,0,0,473,0,0,0,-0.4173,-0.5913,0.0914,-0.9953,-0.6035,250000,design engineer,New Delhi
529,25,0,m,64.4,cbse,2008,68.0,cbse,2,MCA,computer application,78.16,0,Uttar Pradesh,2014,555,645,455,0.735795709224656,475,0,0,0,0,0,0,0.4155,0.8027,0.4711,-0.2344,0.0973,220000,python developer,unknown
530,24,1,m,72.8,cbse,2009,65.4,cbse,2,B.Tech/B.E.,computer science & engineering,70.59,0,Madhya Pradesh,2013,425,515,475,0.744758354008939,525,0,438,0,0,0,0,-1.6538,-0.2012,-0.2714,1.2374,-1.0774,345000,programmer analyst,Pune
531,24,1,m,74.0,ssc,2009,78.0,ssc,2,B.Tech/B.E.,electronics & telecommunications,73.72,0,Madhya Pradesh,2013,405,470,585,0.783303536670298,505,388,0,0,0,0,0,0.5591,0.0459,0.6248,0.5262,1.6302,340000,web application developer,Bangalore
532,25,1,m,81.12,ssc,2007,55.0,ssc,2,B.Tech/B.E.,information technology,65.87,1,Karnataka,2011,425,405,325,0.488347976782714,405,266,0,0,0,0,0,-1.1901,-0.7473,0.3817,0.2973,-0.1295,250000,software engineer,Bangalore
533,24,2,m,77.8,cbse,2008,76.6,cbse,2,B.Tech/B.E.,computer science & engineering,84.0,0,Orissa,2013,500,495,680,0.991230625262871,555,0,592,0,0,0,0,0.1282,1.0449,0.9322,-0.995,-0.0943,375000,assistant systems engineer,Kolkata
534,24,1,m,67.5,ssc,2007,69.4,ssc,2,B.Tech/B.E.,computer engineering,73.8,0,Uttar Pradesh,2012,465,425,635,0.793580614548506,495,0,0,0,0,0,0,0.51,0.9688,0.9623,-0.6428,0.8973,105000,javascript developer,Noida
535,23,0,m,82.8,cbse,2009,77.2,cbse,2,B.Tech/B.E.,electronics and electrical engineering,71.51,1,Delhi,2014,430,650,605,0.298769128563994,445,0,0,0,356,0,0,-1.0208,-0.6201,0.1637,1.0333,1.0554,200000,business process analyst,gurgoan
536,23,2,m,78.2,ssc,2008,84.5,icse,2,B.Tech/B.E.,other,72.3,0,Uttar Pradesh,2013,650,580,545,-1.0,435,0,0,0,0,0,0,-0.159,0.3789,-1.0659,-0.8682,-0.0943,300000,project engineer,Hyderabad
537,27,3,m,71.06,ssc,2006,68.67,ssc,2,B.Tech/B.E.,information technology,66.4,0,Maharashtra,2012,555,435,430,0.450876584483451,395,0,0,0,0,0,0,1.2772,1.2114,1.547,-0.8682,0.4805,350000,project engineer,Bangalore
538,23,1,m,72.0,ssc,2009,68.0,ssc,2,B.Tech/B.E.,computer science & engineering,80.0,0,Uttarakhand,2013,370,415,470,0.670743151433127,455,0,0,0,0,0,0,1.59199999999999,1.0858,-0.0537,-0.4078,0.0284,100000,php developer,Dehradun
539,26,3,m,66.0,icse,2007,69.0,icse,2,B.Tech/B.E.,information technology,63.0,0,Uttar Pradesh,2012,735,464,535,0.488347976782714,405,0,0,0,0,0,0,-1.6538,-0.3183,-0.1626,0.6498,-1.2354,180000,operation executive,Noida
540,22,2,m,71.0,ssc,2008,58.0,ssc,2,B.Tech/B.E.,computer engineering,71.0,0,Uttar Pradesh,2012,545,295,375,0.342314899911815,365,0,0,0,0,0,0,-0.7264,0.0328,0.5269,-1.1128,-0.2875,340000,software developer,Hyderabad
541,29,3,m,82.5,ssc,2005,83.6,cbse,1,B.Tech/B.E.,computer engineering,77.0,1,Rajasthan,2010,575,625,615,0.960903087163164,595,0,0,0,0,0,0,0.7208,0.3731,0.0914,-1.9033,0.0916,495000,systems engineer,Bangalore
542,24,0,m,71.28,icse,2009,68.66,icse,2,B.Tech/B.E.,information technology,72.0,0,Haryana,2014,450,375,355,0.670743151433127,455,0,0,0,0,0,0,0.4155,-0.1206,-0.6048,-0.7415,0.4805,90000,software developer,Hyderabad
543,25,3,f,85.0,ssc,2008,93.0,ssc,2,B.Tech/B.E.,information technology,76.12,1,Telangana,2012,545,465,685,0.930370607202691,565,0,0,0,0,0,0,0.0464,0.3448,0.5269,-1.1128,0.4234,500000,software engineer,unknown
544,25,1,m,65.0,ssc,2007,64.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,72.14,0,Uttar Pradesh,2013,500,500,370,0.655766942617211,0,0,0,0,0,366,0,1.5644,0.5454,0.1637,-1.6289,1.0554,190000,telecom engineer,New Delhi
545,22,0,f,69.6,ssc,2009,68.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,70.29,0,Punjab,2015,395,505,525,0.783303536670298,455,388,0,0,0,0,0,0.1282,-0.4536,0.1637,0.3995,-0.4776,120000,technical support engineer,Noida
546,25,3,m,68.0,cbse,2008,68.0,cbse,1,B.Tech/B.E.,computer engineering,58.0,0,Haryana,2012,395,545,560,0.843123726665742,515,0,0,0,0,0,0,-0.4463,0.2124,-0.9122,-1.2486,-2.5853,240000,software developer,New Delhi
547,27,5,m,76.0,ssc,2005,72.0,ssc,2,B.Tech/B.E.,computer engineering,58.92,1,Maharashtra,2009,355,355,545,0.488347976782714,405,0,0,0,0,0,0,-1.3447,-1.9953,-1.3599,0.1798,-2.0253,460000,senior software engineer,Pune
548,26,1,m,77.8,icse,2007,74.0,cbse,2,B.Tech/B.E.,computer science & engineering,67.3,0,Uttar Pradesh,2012,554,595,544,0.901489571371033,545,0,0,0,0,0,0,-0.5719,-0.2012,-0.3803,0.29733,-0.4455,300000,software engineer,Chennai
549,25,1,m,62.1,ssc,2008,66.0,ssc,2,B.Tech/B.E.,electronics and electrical engineering,74.74,0,Uttar Pradesh,2013,300,410,430,0.336185066042399,0,0,0,0,366,0,0,0.9737,-0.2793,-1.5051,-0.349,-0.9194,180000,electrical project engineer,unknown
550,23,1,m,78.0,icse,2010,70.0,icse,2,B.Tech/B.E.,computer science & engineering,82.5,1,West Bengal,2014,545,555,390,0.744758354008939,595,0,438,0,0,0,0,0.4155,0.3789,0.6248,-1.6289,-0.4776,450000,software engineer,Hyderabad
551,27,2,m,84.4,cbse,2008,73.8,cbse,2,B.Tech/B.E.,computer science & engineering,73.98,0,Uttar Pradesh,2012,395,355,445,0.600057182338341,435,0,0,0,0,0,0,-0.880999999999999,0.5008,-0.9245,1.9424,0.6603,380000,application developer,Pune
552,25,3,m,90.56,ssc,2008,88.0,ssc,2,B.Tech/B.E.,electronics & telecommunications,78.54,0,Karnataka,2012,485,585,535,0.694479327708463,0,366,0,0,0,0,0,-0.1082,0.1498,-0.1626,-0.2902,-0.4455,450000,system engineer,Bangalore
553,29,5,m,87.6,cbse,2005,77.2,cbse,1,B.Tech/B.E.,computer engineering,64.5,0,Punjab,2010,715,595,625,0.98374996654107,635,0,0,0,0,0,0,1.1283,0.6568,-0.0537,0.0623,-0.2875,500000,software engineer,Noida
554,23,1,f,79.0,cbse,2009,67.7,icse,2,B.Tech/B.E.,electronics and communication engineering,73.92,0,Uttar Pradesh,2013,630,625,715,0.338786347219528,0,292,346,0,0,0,0,0.99,1.7109,0.9322,-1.2486,0.6721,330000,programmer analyst,Chennai
555,24,3,m,87.0,ssc,2008,91.3,ssc,2,B.Tech/B.E.,biotechnology,80.0,0,Andhra Pradesh,2012,515,495,215,-1.0,355,300,0,0,0,0,0,1.3215,1.4368,2.1234,-1.05407,0.0284,400000,systems engineer,Hyderabad
556,23,1,m,86.0,cbse,2010,70.0,cbse,2,B.Tech/B.E.,computer science & engineering,84.1,0,Madhya Pradesh,2014,545,485,470,0.704090412131314,465,0,0,0,0,0,0,1.1336,0.5454,0.4711,-1.3753,0.2889,320000,business analyst,Bangalore
557,22,0,f,71.3,ssc,2010,79.2,ssc,2,B.Tech/B.E.,computer science & engineering,80.05,0,Uttar Pradesh,2014,465,475,650,0.23780283983757,475,0,315,0,0,0,0,-1.4517,-0.6201,1.0859,1.6672,-0.2859,305000,.net web developer,unknown
558,25,0,f,71.3,cbse,2007,71.4,cbse,1,B.Tech/B.E.,computer science & engineering,69.4,1,Delhi,2013,465,450,605,0.704090412131314,465,0,0,0,0,0,0,-0.159,1.5444,2.1617,1.794,1.4386,185000,qa analyst,Noida
559,23,1,f,82.8,cbse,2010,76.6,cbse,2,B.Tech/B.E.,computer science & engineering,86.0,0,Punjab,2014,520,555,400,0.622642915849938,475,0,407,0,0,0,0,-1.0208,1.0449,0.7785,0.2727,-0.6692,260000,software developer,Noida
560,23,2,f,88.8,ssc,2009,79.8,ssc,2,B.Tech/B.E.,computer engineering,86.76,0,Orissa,2013,615,545,575,0.884122511593735,535,0,0,0,0,0,0,-0.1082,0.8128,-0.0537,0.6498,-0.0506,450000,software engineer,Pune
561,25,3,m,86.09,ssc,2008,71.08,ssc,2,B.Tech/B.E.,electronics and communication engineering,82.19,0,Tamil Nadu,2012,455,495,435,0.124502074009537,0,233,0,0,0,286,0,-0.7264,0.1888,0.3817,1.1199,0.4234,275000,technical engineer,Chennai
562,29,1,f,86.4,ssc,2004,81.6,ssc,1,B.Tech/B.E.,computer application,75.2,0,Punjab,2011,445,635,605,0.968237495890543,605,0,0,0,0,0,0,-1.1901,1.1248,0.3817,-0.7603,0.6603,180000,system engineer,Gurgaon
563,23,1,m,77.0,icse,2010,74.0,icse,2,B.Tech/B.E.,mechanical engineering,55.0,0,Uttar Pradesh,2014,590,585,560,0.304510913720196,0,0,0,340,0,0,0,-1.7389,-0.7866,0.3174,-0.6147,0.2889,180000,quality engineer,Rudrapur
564,24,3,m,67.72,ssc,2008,67.25,ssc,2,B.Tech/B.E.,computer engineering,80.06,0,Tamil Nadu,2012,370,415,180,0.488347976782714,405,0,0,0,0,0,0,-0.3027,0.7119,0.3174,1.2869,1.0554,185000,performance engineer,unknown
565,23,0,f,78.0,cbse,2010,72.0,cbse,2,B.Tech/B.E.,computer science & engineering,74.6,0,Punjab,2014,545,570,455,0.600057182338341,435,0,0,0,0,0,0,1.1336,0.3789,0.1637,0.0192,-0.6692,65000,php developer,unknown
566,23,1,m,78.0,icse,2009,69.0,icse,2,B.Tech/B.E.,computer science & engineering,70.0,0,West Bengal,2013,650,545,620,0.744758354008939,545,0,438,0,0,0,0,0.99,-0.1206,0.01,-0.6147,1.0554,370000,software engineer,Bangalore
567,22,1,m,72.6,cbse,2009,69.4,cbse,2,B.Tech/B.E.,electronics and communication engineering,72.14,0,Maharashtra,2013,650,605,620,0.279258511565122,475,0,0,0,0,292,0,0.8463,0.8784,0.1637,-1.7556,-0.4776,310000,software engineer,Navi Mumbai
568,26,1,m,60.0,ssc,2009,55.2,cbse,2,B.Tech/B.E.,computer engineering,71.6,1,Rajasthan,2013,590,525,605,0.942116551485008,575,0,0,0,0,0,0,0.2718,1.0449,1.547,-0.2344,1.6302,180000,android developer,unknown
569,25,2,f,87.8,cbse,2009,84.0,cbse,1,B.Tech/B.E.,instrumentation and control engineering,73.82,1,Delhi,2013,650,665,810,0.694479327708463,485,366,0,0,0,0,0,-0.159,0.3789,1.2396,0.1459,0.2889,445000,software engineer,Gurgaon
570,27,1,m,76.6,cbse,2005,65.6,cbse,2,B.Tech/B.E.,electronics and communication engineering,58.0,1,Karnataka,2011,455,475,665,0.910770164246022,0,433,0,0,0,286,0,-0.1082,-0.7473,-1.0697,0.5323,-0.8799,190000,technical support engineer,Bangalore
571,24,1,m,75.0,ssc,2009,55.0,ssc,2,B.Tech/B.E.,computer science & engineering,65.84,1,Karnataka,2013,520,545,430,0.765673581234011,485,0,0,0,0,0,0,0.7027,0.0459,0.9322,-0.8682,0.2889,240000,web developer,unknown
572,23,1,f,85.0,cbse,2009,80.6,cbse,2,B.Tech/B.E.,computer science & engineering,71.06,0,Uttar Pradesh,2013,640,475,560,0.413838255788123,385,0,0,0,0,0,0,1.7081,1.3779,1.547,-2.5163,0.6721,290000,assistant system engineer,Bangalore
573,26,1,m,82.4,cbse,2007,72.4,cbse,2,B.Tech/B.E.,electronics and communication engineering,82.48,1,Tamil Nadu,2012,535,505,615,0.694479327708463,385,366,0,0,0,393,0,0.3941,-0.5913,-0.4891,0.70853,-0.9194,400000,assistant manager,Jamshedpur
574,23,0,m,81.0,cbse,2010,68.0,cbse,2,B.Tech/B.E.,computer science & engineering,63.4,0,Uttar Pradesh,2014,570,435,265,0.744758354008939,365,0,438,0,0,0,0,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,180000,software developer,Noida
575,25,1,m,68.6,cbse,2008,64.3,cbse,2,B.Tech/B.E.,electronics and communication engineering,73.5,0,Madhya Pradesh,2012,505,575,475,0.694479327708463,0,366,0,0,0,0,0,0.51,0.3448,-1.6502,-1.5828,-0.7615,120000,network engineer,Indore
576,25,1,m,77.4,cbse,2008,74.4,cbse,2,B.Tech/B.E.,electronics and instrumentation engineering,66.0,0,Uttarakhand,2012,520,555,650,0.849802713510871,405,0,0,0,0,0,0,-0.159,1.2114,0.4711,-1.2486,0.8637,275000,graduate engineer trainee,unknown
577,26,2,m,80.0,cbse,2005,73.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,71.5,0,Uttar Pradesh,2010,555,375,605,0.694479327708463,375,366,0,0,0,0,0,-1.3447,-0.1232,-0.344,0.0623,-0.4455,420000,system engineer,Chennai
578,21,1,m,68.8,ssc,2012,86.0,cbse,2,B.Tech/B.E.,computer engineering,76.05,0,Punjab,2014,570,535,590,0.978799292641428,515,0,561,0,0,0,0,-1.5953,0.2124,-1.0659,-0.4879,-0.6692,305000,programmer analyst,Chennai
